hvfhs_license_num,dispatching_base_num,originating_base_num,request_datetime,on_scene_datetime,pickup_datetime,dropoff_datetime,pulocationid,dolocationid,trip_miles,trip_time,base_passenger_fare,tolls,bcf,sales_tax,congestion_surcharge,airport_fee,tips,driver_pay,shared_request_flag,shared_match_flag,access_a_ride_flag,wav_request_flag,wav_match_flag,cbd_congestion_fee,pu_x,pu_y,do_x,do_y
HV0003,B03404,B03404,2025-07-04 19:32:05,2025-07-04 19:33:33,2025-07-04 19:34:10,2025-07-04 19:39:27,65,45,1.73,317,8.75,0.0,0.19,0.8,2.75,0.0,3.0,5.63,N,N,N,N,N,1.5,987631.1255193691,192041.8975001328,984781.5086309622,199701.33264933267
HV0005,B03406,,2025-07-04 19:40:24,2025-07-04 19:52:07,2025-07-04 19:52:47,2025-07-04 20:01:48,65,65,0.572,541,8.38,0.0,0.21,0.74,0.0,0.0,0.0,6.29,N,N,N,N,N,0.0,988014.8904482396,192222.6691829489,989316.919774698,192535.4375359644
HV0003,B03404,B03404,2025-07-04 19:17:14,2025-07-04 19:19:04,2025-07-04 19:21:04,2025-07-04 19:35:33,66,45,2.27,868,25.74,0.0,0.6,2.29,2.75,0.0,0.0,13.14,N,N,N,N,N,1.5,988217.7362284972,195206.36324832568,984926.2748327784,198179.341523501
HV0003,B03404,B03404,2025-07-04 19:54:23,2025-07-04 19:57:08,2025-07-04 19:57:23,2025-07-04 20:14:51,25,65,1.23,1048,15.59,0.0,0.37,1.29,0.0,0.0,0.0,12.3,N,N,N,N,N,0.0,988218.5503328176,189009.63387637824,987731.2169872764,191797.544022575
HV0003,B03404,B03404,2025-07-04 19:10:05,2025-07-04 19:16:09,2025-07-04 19:16:09,2025-07-04 19:22:07,65,25,0.56,358,18.04,0.0,0.48,1.7,0.0,0.0,0.0,10.61,N,N,N,N,N,0.0,987757.2959484538,192928.65002133965,987951.908810608,189912.600320882
HV0005,B03406,,2025-07-04 19:49:37,2025-07-04 19:52:28,2025-07-04 19:53:28,2025-07-04 20:08:36,65,33,0.787,908,11.45,0.0,0.29,1.02,0.0,0.0,0.0,10.31,N,N,N,N,N,0.0,988052.530416748,192359.1398439725,985137.4777077824,192460.4878602659
HV0003,B03404,B03404,2025-07-04 19:50:06,2025-07-04 19:57:28,2025-07-04 19:59:28,2025-07-04 20:35:14,88,45,2.19,2146,34.6,0.0,0.82,3.08,2.75,0.0,8.25,24.72,N,N,N,N,N,1.5,981797.2610495487,195468.26891980428,985001.6631608928,198059.96445884384
HV0005,B03406,,2025-07-04 19:40:17,2025-07-04 19:44:17,2025-07-04 19:44:39,2025-07-04 19:55:49,25,65,1.403,670,11.7,0.0,0.26,0.93,0.0,0.0,1.0,8.77,N,N,N,N,N,0.0,988647.2146007484,189684.9985235547,988276.047250604,191358.83911097125
HV0003,B03404,B03404,2025-07-04 19:02:59,2025-07-04 19:03:43,2025-07-04 19:03:51,2025-07-04 19:10:03,25,25,0.76,372,7.11,0.0,0.18,0.63,0.0,0.0,0.0,4.81,N,N,N,N,N,0.0,988745.0577177128,189417.1582040556,987971.5522137797,188292.72273098343
HV0005,B03406,,2025-07-04 18:58:49,2025-07-04 19:01:15,2025-07-04 19:02:15,2025-07-04 19:24:17,65,66,1.309,1322,13.33,0.0,0.3,1.06,0.0,0.0,0.0,15.25,N,N,N,N,N,0.0,988108.060051562,192574.92765467448,987850.7125220008,195071.7861041408
HV0005,B03406,,2025-07-04 19:06:13,2025-07-04 19:09:41,2025-07-04 19:10:41,2025-07-04 19:22:22,65,25,1.292,701,10.14,0.0,0.22,0.76,0.0,0.0,0.0,8.93,N,N,N,N,N,0.0,987986.3167407584,191523.50066499345,988047.7164765368,188976.4395785867
HV0005,B03406,,2025-07-04 19:11:08,2025-07-04 19:11:39,2025-07-04 19:12:24,2025-07-04 19:19:05,45,65,1.918,401,13.06,0.0,0.33,1.16,2.75,0.0,0.0,7.42,N,N,N,N,N,1.5,985121.8728028738,198966.86898319251,989234.4174740592,192972.72377313516
HV0005,B03406,,2025-07-04 19:19:16,2025-07-04 19:21:52,2025-07-04 19:21:53,2025-07-04 19:32:19,65,65,0.68,626,11.66,0.0,0.28,0.98,0.0,0.0,0.0,7.3,N,N,N,N,N,0.0,988521.1389331042,192548.44772426403,987272.6597556148,191915.52100229595
HV0003,B03404,B03404,2025-07-04 19:54:19,2025-07-04 19:56:27,2025-07-04 19:57:07,2025-07-04 20:02:29,25,25,0.81,323,8.91,0.0,0.22,0.78,0.0,0.0,0.0,4.47,N,N,N,N,N,0.0,988433.6338809768,188382.82576856928,988775.1613508112,189077.793848866
HV0003,B03404,B03404,2025-07-04 19:03:00,2025-07-04 19:05:41,2025-07-04 19:07:41,2025-07-04 19:23:43,88,209,0.81,962,9.96,0.0,0.21,0.89,2.75,0.0,0.0,10.84,N,N,N,N,N,1.5,980472.6313953692,194290.8191001393,983871.621239339,198131.87089545545
HV0003,B03404,B03404,2025-07-04 19:31:08,2025-07-04 19:32:42,2025-07-04 19:33:19,2025-07-04 19:43:04,25,65,1.42,584,8.08,0.0,0.2,0.71,0.0,0.0,0.0,7.9,N,N,N,N,N,0.0,988034.046702084,188685.3165061107,987973.6543667024,192690.9744401968
HV0003,B03404,B03404,2025-07-04 19:22:35,2025-07-04 19:28:06,2025-07-04 19:28:50,2025-07-04 19:32:01,65,65,0.46,191,7.16,0.0,0.18,0.64,0.0,0.0,0.0,4.87,N,N,N,N,Y,0.0,987656.6858624148,192774.27468898267,987819.2207447764,193087.7225004309
HV0003,B03404,B03404,2025-07-04 19:02:29,2025-07-04 19:03:16,2025-07-04 19:04:02,2025-07-04 19:28:31,66,209,2.85,1469,25.12,0.0,0.44,1.68,2.75,0.0,0.0,19.22,N,N,N,N,N,1.5,988001.7923029012,194412.11809659816,983304.6144145072,198227.664957692
HV0003,B03404,B03404,2025-07-04 18:52:13,2025-07-04 19:00:36,2025-07-04 19:00:36,2025-07-04 19:06:34,33,25,0.82,358,6.2,0.0,0.15,0.55,0.0,0.0,5.0,4.77,N,N,N,N,N,0.0,986839.522786376,192755.98718975595,987766.9575554244,188940.75479428735
HV0003,B03404,B03404,2025-07-04 19:34:32,2025-07-04 19:34:50,2025-07-04 19:36:24,2025-07-04 19:51:46,25,65,1.37,922,16.06,0.0,0.4,1.42,0.0,0.0,0.0,11.8,N,N,N,N,Y,0.0,987559.6397735322,188736.6615695335,987839.3234408624,193364.3145400921
HV0003,B03404,B03404,2025-07-04 19:32:34,2025-07-04 19:38:27,2025-07-04 19:38:47,2025-07-04 20:11:21,45,65,3.04,1954,39.33,0.0,0.94,3.5,2.75,0.0,0.0,24.51,N,N,N,N,N,1.5,984675.8979154952,198757.0132188714,988092.6658992758,192555.42296388216
HV0003,B03404,B03404,2025-07-04 19:43:16,2025-07-04 19:45:53,2025-07-04 19:46:33,2025-07-04 19:55:12,25,33,1.06,519,14.96,0.0,0.4,1.4,0.0,0.0,3.0,8.0,N,N,N,N,N,0.0,988752.303436523,189031.8643211839,985473.1773514892,193363.0349954932
HV0003,B03404,B03404,2025-07-04 19:20:03,2025-07-04 19:22:08,2025-07-04 19:22:10,2025-07-04 19:28:43,65,33,0.54,393,8.92,0.0,0.22,0.79,0.0,0.0,5.0,4.72,N,N,N,N,N,0.0,989035.980885934,192390.73702799395,987059.0492420206,194030.38218141015
HV0005,B03406,,2025-07-04 18:56:31,2025-07-04 19:01:33,2025-07-04 19:01:40,2025-07-04 19:05:12,88,87,0.427,212,6.05,0.0,0.15,0.54,2.75,0.0,0.0,4.0,N,N,N,N,N,1.5,981270.48222013,196039.91499716396,982528.904948584,196310.74724706347
HV0003,B03404,B03404,2025-07-04 19:13:54,2025-07-04 19:14:17,2025-07-04 19:16:18,2025-07-04 19:22:36,25,25,0.69,379,6.9,0.0,0.18,0.65,0.0,0.0,0.0,4.8,N,N,N,N,N,0.0,988698.797452356,189727.5154087144,987808.8474747464,189221.6357559867
HV0003,B03404,B03404,2025-07-04 19:40:00,2025-07-04 19:31:06,2025-07-04 19:33:07,2025-07-04 19:56:53,25,65,1.5,1426,41.4,0.0,1.03,3.66,0.0,0.0,4.61,31.79,N,N,N,N,N,0.0,987965.21542956,189068.83466986252,986947.258727948,192282.70721508437
HV0003,B03404,B03404,2025-07-04 19:14:13,2025-07-04 19:14:24,2025-07-04 19:15:08,2025-07-04 19:33:45,209,33,2.73,1118,23.51,0.0,0.55,2.09,2.75,0.0,0.0,15.13,N,N,N,N,N,1.5,981994.3344167182,197512.8186806997,986003.9610625284,191973.35377429533
HV0003,B03404,B03404,2025-07-04 19:38:09,2025-07-04 19:38:37,2025-07-04 19:39:48,2025-07-04 19:47:05,25,65,0.86,437,8.91,0.0,0.22,0.78,0.0,0.0,0.0,5.63,N,N,N,N,N,0.0,988646.848388965,189519.99753992795,988373.7901631282,192330.77721334167
HV0005,B03406,,2025-07-04 19:44:00,2025-07-04 19:45:50,2025-07-04 19:46:50,2025-07-04 20:01:51,65,65,0.795,901,15.22,0.0,0.38,1.35,0.0,0.0,0.0,11.26,N,N,N,N,N,0.0,988065.133239495,193456.51822146497,987787.8971947278,192898.7476159118
HV0003,B03404,B03404,2025-07-04 19:03:05,2025-07-04 19:05:54,2025-07-04 19:06:02,2025-07-04 19:11:07,65,65,0.62,305,8.08,0.0,0.2,0.71,0.0,0.0,1.0,4.06,N,N,N,N,N,0.0,987916.3741578276,192248.87858799004,988897.3354634036,192571.45695111857
HV0005,B03406,,2025-07-04 19:25:02,2025-07-04 19:32:30,2025-07-04 19:32:57,2025-07-04 19:37:41,209,87,0.56,284,6.85,0.0,0.17,0.61,2.75,0.0,0.0,4.0,N,N,N,N,N,1.5,982999.9648323868,197049.59118758197,982858.068604871,196952.1937504355
HV0005,B03406,,2025-07-04 19:39:12,2025-07-04 19:41:43,2025-07-04 19:42:43,2025-07-04 20:07:52,25,33,1.175,1509,14.21,0.0,0.36,1.26,0.0,0.0,0.0,16.95,N,N,N,N,N,0.0,988412.4188158518,189215.8202058043,985000.4610492982,193325.0654916645
HV0003,B03404,B03404,2025-07-04 19:07:52,2025-07-04 19:10:21,2025-07-04 19:10:34,2025-07-04 19:38:49,45,87,2.01,1695,38.15,0.0,0.97,3.59,2.75,0.0,0.0,27.99,N,N,N,N,N,1.5,985067.4591231864,198637.4506240344,982826.8293591172,196984.04854526036
HV0005,B03406,,2025-07-04 19:30:21,2025-07-04 19:31:59,2025-07-04 19:32:59,2025-07-04 19:38:29,87,45,0.483,330,9.0,0.0,0.15,0.54,2.75,0.0,0.0,4.03,N,N,N,N,N,1.5,982142.6914103304,195696.7314382956,984123.8579026446,198104.99068554732
HV0005,B03406,,2025-07-04 19:42:06,2025-07-04 19:45:16,2025-07-04 19:45:46,2025-07-04 20:06:42,45,87,0.76,1256,11.28,0.0,0.28,1.0,2.75,0.0,0.0,13.8,N,N,N,N,N,1.5,984950.5821756556,198894.05692752983,982407.7003587392,197020.8852357503
HV0003,B03404,B03404,2025-07-04 19:19:25,2025-07-04 19:23:32,2025-07-04 19:23:44,2025-07-04 19:41:23,87,87,0.4,1060,15.72,0.0,0.34,1.33,2.75,0.0,0.0,11.24,N,N,N,N,N,1.5,981621.4640692532,196733.6120339567,982525.3187296188,195693.31883799564
HV0003,B03404,B03404,2025-07-04 19:37:42,2025-07-04 19:40:19,2025-07-04 19:40:52,2025-07-04 19:56:16,65,65,0.98,924,14.31,0.0,0.36,1.26,0.0,0.0,0.0,10.7,N,N,N,N,N,0.0,987979.4521489647,193489.10446750376,987675.413121407,192320.3424549162
HV0003,B03404,B03404,2025-07-04 19:02:54,2025-07-04 19:05:12,2025-07-04 19:06:12,2025-07-04 19:19:48,45,209,0.67,816,10.95,0.0,0.24,0.97,2.75,0.0,0.0,10.56,N,N,N,N,N,1.5,984231.905915936,199010.34928943336,983770.950063142,197621.8497422399
HV0003,B03404,B03404,2025-07-04 19:39:27,2025-07-04 19:42:03,2025-07-04 19:42:31,2025-07-04 19:54:47,25,66,1.35,735,20.56,0.0,0.51,1.82,0.0,0.0,0.0,10.34,N,N,N,N,N,0.0,987555.8371236608,188792.64257796487,988783.0529087076,194635.69410433556
HV0003,B03404,B03404,2025-07-04 19:08:14,2025-07-04 19:11:25,2025-07-04 19:11:25,2025-07-04 19:26:24,45,209,0.76,899,11.37,0.0,0.22,0.91,2.75,0.0,0.0,10.12,N,N,N,N,N,1.5,984900.878876846,198738.9547045685,982310.0008295513,198033.11754477044
HV0003,B03404,B03404,2025-07-04 19:51:54,2025-07-04 19:54:24,2025-07-04 19:55:48,2025-07-04 20:19:04,65,87,3.04,1397,31.03,0.0,0.76,2.86,2.75,0.0,0.0,18.89,N,N,N,N,N,1.5,988105.3813718932,192773.309554116,982061.9865540488,196812.27569988303
HV0003,B03404,B03404,2025-07-04 19:34:24,2025-07-04 19:55:45,2025-07-04 19:55:45,2025-07-04 20:14:08,87,209,0.77,1103,17.83,0.0,0.41,1.58,2.75,0.0,0.0,12.21,N,N,N,N,N,1.5,981924.8831144008,197228.01406740773,982613.26492549,197680.60048931467
HV0003,B03404,B03404,2025-07-04 19:13:19,2025-07-04 19:17:54,2025-07-04 19:18:12,2025-07-04 19:45:51,65,209,3.16,1660,63.43,0.0,1.54,5.64,2.75,0.0,7.33,43.67,N,N,N,N,N,1.5,987955.6369283812,192558.1707692237,983340.0294248452,197622.02051072248
HV0003,B03404,B03404,2025-07-04 19:44:40,2025-07-04 19:52:25,2025-07-04 19:52:56,2025-07-04 20:06:16,65,65,1.04,799,8.97,0.0,0.22,0.79,0.0,0.0,0.0,9.52,N,N,N,N,N,0.0,988289.032437294,192720.44860058243,988443.4912083662,193001.43970550608
HV0003,B03404,B03404,2025-07-04 19:05:16,2025-07-04 19:08:01,2025-07-04 19:10:01,2025-07-04 19:25:21,65,65,1.1,920,13.87,0.0,0.35,1.22,0.0,0.0,0.0,10.82,N,N,N,N,N,0.0,988430.4907622716,192765.43070074235,988740.0681978177,192643.8575426899
HV0003,B03404,B03404,2025-07-04 19:52:58,2025-07-04 19:53:05,2025-07-04 19:55:06,2025-07-04 20:14:55,25,65,1.5,1190,26.18,0.0,0.12,0.42,0.0,0.0,0.0,14.73,N,N,N,N,Y,0.0,988335.736630778,188908.89304291745,988955.4143053404,191967.45481652828
HV0003,B03404,B03404,2025-07-04 19:18:30,2025-07-04 19:22:22,2025-07-04 19:22:22,2025-07-04 19:41:03,66,33,1.25,1121,16.12,0.0,0.4,1.42,0.0,0.0,0.0,13.07,N,N,N,N,N,0.0,987680.1603509572,194414.8441486236,986036.763587938,192798.28270297387
HV0003,B03404,B03404,2025-07-04 18:54:05,2025-07-04 19:06:21,2025-07-04 19:06:21,2025-07-04 19:16:34,33,65,1.01,613,7.76,0.0,0.18,0.64,0.0,0.0,0.0,7.6,N,N,N,N,N,0.0,984731.7843261788,193655.85585886464,988056.7531777296,192386.29347225392
HV0003,B03404,B03404,2025-07-04 19:11:31,2025-07-04 19:13:07,2025-07-04 19:15:07,2025-07-04 19:25:43,66,33,1.21,636,21.16,0.0,0.56,1.99,0.0,0.0,0.0,11.38,N,N,N,N,N,0.0,987108.1591945528,195725.5253494885,985843.150060372,193704.73515569777
HV0003,B03404,B03404,2025-07-04 19:24:01,2025-07-04 19:28:27,2025-07-04 19:28:27,2025-07-04 20:09:37,65,88,3.24,2471,41.01,0.0,0.98,3.64,2.75,0.0,0.0,29.49,N,N,N,N,N,1.5,987697.9422943512,193200.1689860599,981719.3962125618,195983.3481690831
HV0003,B03404,B03404,2025-07-04 19:49:00,2025-07-04 19:50:29,2025-07-04 19:50:53,2025-07-04 19:54:38,87,87,0.26,225,9.65,0.0,0.2,0.85,2.75,0.0,0.0,4.0,N,N,N,N,N,1.5,981070.4578860424,196668.3938490584,982105.5773175271,197607.51533001085
HV0003,B03404,B03404,2025-07-04 19:14:19,2025-07-04 19:16:42,2025-07-04 19:16:44,2025-07-04 19:39:29,25,66,1.66,1364,18.44,0.0,0.46,1.62,0.0,0.0,3.06,16.44,N,N,N,N,N,0.0,988828.2335015126,189428.1840817378,988428.3821732284,194607.31995681167
HV0003,B03404,B03404,2025-07-04 19:00:52,2025-07-04 19:02:48,2025-07-04 19:04:49,2025-07-04 19:11:37,65,65,0.8,409,14.97,0.0,0.37,1.33,0.0,0.0,0.0,7.71,N,N,N,N,N,0.0,987939.7440696546,191635.45984923572,987703.9329778984,193418.78225807808
HV0005,B03406,,2025-07-04 19:08:10,2025-07-04 19:11:26,2025-07-04 19:12:22,2025-07-04 19:31:14,87,65,2.853,1132,19.27,0.0,0.48,1.71,2.75,0.0,0.0,15.51,N,N,N,N,N,1.5,981510.4836389244,197480.5143482797,988674.3661098544,193241.996642638
HV0003,B03404,B03404,2025-07-04 19:41:01,2025-07-04 19:44:12,2025-07-04 19:44:27,2025-07-04 19:58:39,87,87,0.49,853,9.2,0.0,0.19,0.81,2.75,0.0,0.0,9.29,N,N,N,N,N,1.5,981997.6072993733,196750.0287482933,982252.9462366148,196361.1616091156
HV0003,B03404,B03404,2025-07-04 19:53:47,2025-07-04 19:55:38,2025-07-04 19:55:40,2025-07-04 20:05:42,25,65,1.58,602,17.02,0.0,0.42,1.5,0.0,0.0,0.0,8.55,N,N,N,N,N,0.0,988242.9888523512,188420.15984345623,987226.6460887784,192191.22672065743
HV0005,B03406,,2025-07-04 19:28:32,2025-07-04 19:32:13,2025-07-04 19:33:13,2025-07-04 19:52:29,65,66,0.77,1156,11.38,0.0,0.28,1.01,0.0,0.0,0.0,12.8,N,N,N,N,N,0.0,988312.02188992,192397.1407596655,987480.8920167972,196293.50670698003
HV0003,B03404,B03404,2025-07-04 19:30:17,2025-07-04 19:30:38,2025-07-04 19:31:42,2025-07-04 19:55:48,87,45,1.54,1446,22.62,0.0,0.54,2.06,2.75,0.0,0.0,17.56,N,N,N,N,Y,1.5,982318.5792927878,196496.9153397315,984484.954441069,198567.3971151272
HV0005,B03406,,2025-07-04 19:25:50,2025-07-04 19:34:59,2025-07-04 19:35:35,2025-07-04 20:03:28,87,66,3.359,1673,19.39,0.0,0.0,0.0,0.0,0.0,0.0,21.7,N,N,N,N,N,0.0,981385.1698699696,196572.254534094,987933.5578065998,194256.420712256
HV0003,B03404,B03404,2025-07-04 19:47:18,2025-07-04 19:50:46,2025-07-04 19:50:55,2025-07-04 20:06:24,33,66,1.02,929,9.11,0.0,0.23,0.8,0.0,0.0,0.0,10.8,N,N,N,N,N,0.0,985887.528208554,192971.5225445385,987303.2017765532,195938.15915971177
HV0003,B03404,B03404,2025-07-04 19:04:59,2025-07-04 19:08:09,2025-07-04 19:09:00,2025-07-04 19:41:23,25,87,3.55,1944,34.92,0.0,0.47,1.76,2.75,0.0,0.0,27.35,N,N,N,N,Y,1.5,988116.6867336674,189520.6452265052,983067.278122084,197382.8850268109
HV0003,B03404,B03404,2025-07-04 19:12:46,2025-07-04 19:15:15,2025-07-04 19:15:26,2025-07-04 19:25:52,65,65,0.58,627,7.59,0.0,0.2,0.71,0.0,0.0,0.0,7.13,N,N,N,N,N,0.0,988006.5797937278,192635.0866570076,988367.522020702,192002.6747788677
HV0003,B03404,B03404,2025-07-04 19:51:27,2025-07-04 19:53:10,2025-07-04 19:55:11,2025-07-04 20:13:31,25,65,1.53,1100,16.69,0.0,0.44,1.58,0.0,0.0,0.0,33.25,N,N,N,N,N,0.0,987861.337860153,189549.88828837677,988755.2561681292,192613.5897782942
HV0003,B03404,B03404,2025-07-04 19:44:28,2025-07-04 19:44:36,2025-07-04 19:45:34,2025-07-04 19:55:04,65,33,0.68,570,12.51,0.0,0.31,1.11,0.0,0.0,0.0,6.7,N,N,N,N,N,0.0,988254.1410738608,192328.46944491327,985839.0028350592,192925.90099586864
HV0003,B03404,B03404,2025-07-04 19:08:52,2025-07-04 19:09:59,2025-07-04 19:10:04,2025-07-04 19:22:42,66,25,1.74,758,15.19,0.0,0.38,1.34,0.0,0.0,0.0,10.1,N,N,N,N,N,0.0,987470.031026736,195681.1442374492,988493.7095387884,189562.3138949354
HV0005,B03406,,2025-07-04 19:32:02,2025-07-04 19:34:18,2025-07-04 19:35:18,2025-07-04 19:53:23,65,65,0.924,1085,19.06,0.0,0.48,1.69,0.0,0.0,0.0,12.3,N,N,N,N,N,0.0,987736.3442744076,192642.9806762448,988040.0262802624,193132.8052745736
HV0003,B03404,B03404,2025-07-04 19:25:20,2025-07-04 19:27:41,2025-07-04 19:27:41,2025-07-04 20:00:08,45,66,3.02,1947,33.53,0.0,0.8,2.98,2.75,0.0,0.0,25.77,N,N,N,N,Y,1.5,985938.7692415722,199245.39097086663,988071.5092670867,195639.1197368876
HV0005,B03406,,2025-07-04 18:57:36,2025-07-04 19:03:53,2025-07-04 19:04:53,2025-07-04 19:14:56,66,25,1.31,603,12.36,0.0,0.31,1.1,0.0,0.0,0.0,7.96,N,N,N,N,N,0.0,989020.1206944135,194859.60119372944,988624.4904371164,188229.7654891126
HV0003,B03404,B03404,2025-07-04 18:58:07,2025-07-04 18:59:36,2025-07-04 19:00:10,2025-07-04 19:14:07,45,87,0.99,837,13.83,0.0,0.31,1.22,2.75,0.0,0.0,9.84,N,N,N,N,N,1.5,985297.95759841,198857.970696476,982194.1601900782,195711.5965768324
HV0003,B03404,B03404,2025-07-04 19:16:33,2025-07-04 19:18:04,2025-07-04 19:19:43,2025-07-04 19:23:21,25,25,0.24,218,7.57,0.0,0.18,0.64,0.0,0.0,0.0,5.35,N,N,N,N,N,0.0,988284.2297603844,190082.0001565198,987336.4363393196,189107.0481112842
HV0003,B03404,B03404,2025-07-04 19:29:55,2025-07-04 19:30:24,2025-07-04 19:30:35,2025-07-04 19:49:27,65,33,1.07,1132,16.03,0.0,0.4,1.42,0.0,0.0,0.0,14.27,N,N,N,N,N,0.0,987969.0538879252,192616.57572683823,985501.9396672632,192648.05492951063
HV0003,B03404,B03404,2025-07-04 19:25:57,2025-07-04 19:28:39,2025-07-04 19:28:43,2025-07-04 19:48:21,25,66,1.93,1178,17.91,0.0,0.44,1.59,0.0,0.0,0.0,14.61,N,N,N,N,N,0.0,987649.613974246,189515.81357795405,988547.531933357,194944.0330507078
HV0003,B03404,B03404,2025-07-04 19:32:08,2025-07-04 19:33:31,2025-07-04 19:34:03,2025-07-04 20:00:45,45,87,0.78,1602,12.74,0.0,0.28,1.13,2.75,0.0,0.0,18.32,N,N,N,N,N,1.5,984482.1559508566,199355.99140790943,981592.2033961568,196021.2715814507
HV0003,B03404,B03404,2025-07-04 19:45:43,2025-07-04 19:55:25,2025-07-04 19:57:25,2025-07-04 20:24:11,88,65,3.49,1606,25.34,0.0,0.62,2.33,2.75,0.0,0.0,21.12,N,N,N,N,N,1.5,980232.3075791276,195803.2439359168,987281.4300722424,192171.3272211068
HV0003,B03404,B03404,2025-07-04 19:34:59,2025-07-04 19:40:37,2025-07-04 19:40:37,2025-07-04 20:15:51,25,88,5.09,2113,37.56,6.94,0.95,4.08,2.75,0.0,0.0,30.62,N,N,N,N,Y,1.5,987779.3746469684,189436.83811966516,980688.006196872,196241.07468971025
HV0003,B03404,B03404,2025-07-04 19:00:58,2025-07-04 19:02:29,2025-07-04 19:02:52,2025-07-04 19:10:50,65,25,1.24,478,9.86,0.0,0.24,0.87,0.0,0.0,0.0,6.56,N,N,N,N,N,0.0,988101.5972135728,192339.27904256585,988190.4918764458,188565.45008345557
HV0003,B03404,B03404,2025-07-04 19:41:24,2025-07-04 19:41:38,2025-07-04 19:42:43,2025-07-04 20:12:25,87,33,4.62,1783,25.42,0.0,0.6,2.25,2.75,0.0,4.65,24.5,N,N,N,N,N,1.5,981978.448091562,196360.74664997068,985990.6808037048,193179.42408381955
HV0005,B03406,,2025-07-04 19:27:42,2025-07-04 19:28:52,2025-07-04 19:29:48,2025-07-04 19:44:34,25,33,0.519,886,16.86,0.0,0.4,1.41,0.0,0.0,0.0,9.71,N,N,N,N,N,0.0,988520.1151776604,188547.2606252873,985353.6544450156,193418.4859302521
HV0003,B03404,B03404,2025-07-04 19:35:03,2025-07-04 19:35:51,2025-07-04 19:36:06,2025-07-04 19:48:52,65,25,1.58,766,11.8,0.0,0.31,1.11,0.0,0.0,0.0,9.96,N,N,N,N,N,0.0,987974.8374806336,192779.56828985125,988624.2300806096,188920.8194382733
HV0003,B03404,B03404,2025-07-04 19:24:20,2025-07-04 19:26:26,2025-07-04 19:26:50,2025-07-04 19:42:39,25,33,1.45,949,17.75,0.0,0.43,1.53,0.0,0.0,1.0,11.61,N,N,N,N,N,0.0,988907.9685627242,189066.9299995541,985548.4322354796,192604.42057853824
HV0003,B03404,B03404,2025-07-04 19:46:30,2025-07-04 19:49:00,2025-07-04 19:49:52,2025-07-04 20:01:06,65,33,1.11,674,17.95,0.0,0.45,1.59,0.0,0.0,0.0,9.03,N,N,N,N,N,0.0,987987.1215067308,192743.765932558,985844.2806757533,191630.26613051776
HV0005,B03406,,2025-07-04 19:20:53,2025-07-04 19:26:32,2025-07-04 19:27:02,2025-07-04 19:42:53,88,209,0.438,951,9.23,0.0,0.23,0.82,2.75,0.0,1.0,10.25,N,N,N,N,N,1.5,980020.5320921628,194929.60204965464,983712.7438680911,196900.048467928
HV0003,B03404,B03404,2025-07-04 19:24:22,2025-07-04 19:26:49,2025-07-04 19:27:20,2025-07-04 19:59:54,45,66,3.01,1954,17.13,0.0,0.41,1.62,2.75,0.0,0.0,24.08,N,N,N,N,N,1.5,984574.7861505608,198488.15162463367,987895.6149344918,196183.95205043512
HV0005,B03406,,2025-07-04 18:56:41,2025-07-04 19:00:42,2025-07-04 19:01:42,2025-07-04 19:09:00,66,65,1.295,438,8.01,0.0,0.2,0.71,0.0,0.0,0.0,6.28,N,N,N,N,N,0.0,987414.1292553784,195557.5529255838,987953.6573604824,192796.99421265052
HV0005,B03406,,2025-07-04 19:37:52,2025-07-04 19:42:02,2025-07-04 19:43:02,2025-07-04 19:49:41,25,25,0.652,399,6.81,0.0,0.08,0.29,0.0,0.0,0.0,4.96,N,N,N,N,N,0.0,988231.0996647788,189141.71192364127,988328.2340563844,189269.8026145936
HV0003,B03404,B03404,2025-07-04 19:16:44,2025-07-04 19:36:11,2025-07-04 19:36:11,2025-07-04 19:46:55,33,25,1.0,645,7.76,0.0,0.18,0.64,0.0,0.0,0.0,7.91,N,N,N,N,N,0.0,985220.1438244228,192814.18898233183,987907.4277251746,189314.6383315632
HV0003,B03404,B03404,2025-07-04 19:47:51,2025-07-04 19:50:41,2025-07-04 19:51:54,2025-07-04 20:03:12,87,88,0.39,679,19.53,0.0,0.48,1.84,2.75,0.0,5.15,13.44,N,N,N,N,N,1.5,982428.9526297206,196653.4927730484,981042.5905916572,194678.2201845102
HV0003,B03404,B03404,2025-07-04 19:21:29,2025-07-04 19:35:22,2025-07-04 19:35:39,2025-07-04 19:42:53,65,65,0.72,434,12.96,0.0,0.32,1.13,0.0,0.0,0.0,6.48,N,N,N,N,N,0.0,988330.6629196202,192208.91825908743,987547.3273416412,192544.94419190884
HV0003,B03404,B03404,2025-07-04 19:29:45,2025-07-04 19:30:52,2025-07-04 19:32:10,2025-07-04 19:42:41,66,65,0.84,631,6.74,0.0,0.17,0.6,0.0,0.0,0.0,7.54,N,N,N,N,N,0.0,988263.2885564948,195699.91274146305,988388.862607732,192895.0731264181
HV0003,B03404,B03404,2025-07-04 18:57:09,2025-07-04 19:00:43,2025-07-04 19:01:53,2025-07-04 19:58:17,88,66,4.5,3384,69.19,0.0,1.7,6.14,2.75,0.0,15.95,42.25,N,N,N,N,N,1.5,981673.274051788,196192.71930247484,988326.2604514275,195148.27988439708
