hvfhs_license_num,dispatching_base_num,originating_base_num,request_datetime,on_scene_datetime,pickup_datetime,dropoff_datetime,pulocationid,dolocationid,trip_miles,trip_time,base_passenger_fare,tolls,bcf,sales_tax,congestion_surcharge,airport_fee,tips,driver_pay,shared_request_flag,shared_match_flag,access_a_ride_flag,wav_request_flag,wav_match_flag,cbd_congestion_fee,pu_x,pu_y,do_x,do_y
HV0005,B03406,,2025-07-01 18:11:01,2025-07-01 18:27:19,2025-07-01 18:28:04,2025-07-01 18:38:07,65,25,0.827,603,9.86,0.0,0.25,0.88,0.0,0.0,5.0,9.28,N,N,N,N,N,0.0,988185.4167960744,193091.6533953741,988472.9297138964,188379.00122172877
HV0003,B03404,B03404,2025-07-01 18:27:43,2025-07-01 18:29:35,2025-07-01 18:31:35,2025-07-01 18:53:05,87,33,3.12,1289,29.04,0.0,0.72,2.58,2.75,0.0,0.0,20.26,N,N,N,N,N,0.0,982790.8080507448,196453.4099398192,985926.4053721724,192685.34862064195
HV0003,B03404,B03404,2025-07-01 18:51:46,2025-07-01 18:54:15,2025-07-01 18:55:09,2025-07-01 18:56:55,33,33,0.21,106,8.94,0.0,0.22,0.79,0.0,0.0,5.0,5.5,N,N,N,N,N,0.0,986035.82788346,192382.4213532648,985118.8708780012,192543.23096042784
HV0005,B03406,,2025-07-01 18:13:30,2025-07-01 18:25:09,2025-07-01 18:25:42,2025-07-01 18:36:06,88,209,0.954,624,12.02,0.0,0.16,0.56,2.75,0.0,0.0,8.92,N,N,N,N,N,1.5,981970.3688734532,194962.03938729016,982825.7057394304,197775.3621742762
HV0003,B03404,B03404,2025-07-01 18:47:21,2025-07-01 18:51:15,2025-07-01 18:51:19,2025-07-01 18:58:58,87,209,0.65,459,21.29,0.0,0.49,1.89,2.75,0.0,0.0,9.97,N,N,N,N,N,1.5,982835.967305396,196457.69774659065,983016.297181588,197569.46963732535
HV0003,B03404,B03404,2025-07-01 18:46:13,2025-07-01 18:52:53,2025-07-01 18:53:27,2025-07-01 19:16:16,88,65,2.57,1368,30.3,0.0,0.73,2.73,2.75,0.0,0.0,19.68,N,N,N,N,N,1.5,980549.2559352958,195267.8056602288,987540.0288807998,191602.2050702865
HV0003,B03404,B03404,2025-07-01 18:23:52,2025-07-01 18:29:12,2025-07-01 18:30:00,2025-07-01 18:47:04,45,25,2.21,1024,22.67,0.0,0.53,2.01,2.75,0.0,0.0,14.44,N,N,N,N,N,1.5,985153.0600026118,199370.95840880775,989431.0062291886,189089.973466692
HV0005,B03406,,2025-07-01 18:02:13,2025-07-01 18:09:54,2025-07-01 18:10:54,2025-07-01 18:16:21,209,45,0.429,327,6.05,0.0,0.15,0.54,2.75,0.0,0.0,8.0,N,N,N,N,N,1.5,983198.6879041378,197633.15284048172,986237.8534003204,198806.697429067
HV0003,B03404,B03404,2025-07-01 18:34:48,2025-07-01 18:37:42,2025-07-01 18:38:30,2025-07-01 18:45:56,33,33,1.01,446,19.66,0.0,0.49,1.73,0.0,0.0,0.0,10.98,N,N,N,N,Y,0.0,985946.315916322,192840.3917135054,985551.532787044,192627.0657595367
HV0005,B03406,,2025-07-01 18:45:40,2025-07-01 18:48:42,2025-07-01 18:49:33,2025-07-01 18:56:49,65,66,0.593,436,7.92,0.0,0.2,0.7,0.0,0.0,0.0,5.26,N,N,N,N,N,0.0,987461.6243703308,192200.46148767992,988493.9887036585,195176.36972422895
HV0003,B03404,B03404,2025-07-01 18:23:40,2025-07-01 18:24:35,2025-07-01 18:24:35,2025-07-01 18:33:22,66,33,0.94,527,35.17,0.0,0.93,3.31,0.0,0.0,0.0,18.87,N,N,N,N,N,0.0,988332.105871576,195736.4048082489,984892.3910431522,192243.49289151563
HV0003,B03404,B03404,2025-07-01 18:48:05,2025-07-01 18:52:20,2025-07-01 18:52:45,2025-07-01 18:56:47,33,33,0.83,242,10.77,0.0,0.27,0.95,0.0,0.0,3.0,5.41,N,N,N,N,N,0.0,986375.130612081,193164.25721038567,984956.5321283176,192824.8028601554
HV0005,B03406,,2025-07-01 18:03:45,2025-07-01 18:10:38,2025-07-01 18:11:04,2025-07-01 18:20:24,25,33,0.987,560,6.5,0.0,0.16,0.58,0.0,0.0,1.09,7.07,N,N,N,N,N,0.0,988244.866680518,189445.9862429913,985640.2487881412,192824.06216751385
HV0005,B03406,,2025-07-01 18:26:36,2025-07-01 18:37:04,2025-07-01 18:38:04,2025-07-01 18:43:55,88,88,0.527,351,6.86,0.0,0.17,0.61,2.75,0.0,0.0,5.55,N,N,N,N,N,1.5,980723.8887748964,195452.3094198709,980693.2582675276,194916.73613900924
HV0005,B03406,,2025-07-01 18:41:47,2025-07-01 18:47:02,2025-07-01 18:47:15,2025-07-01 19:06:39,87,66,2.669,1164,33.31,0.0,0.83,2.96,2.75,0.0,0.0,24.93,N,N,N,N,N,1.5,981759.6625393304,196161.56949464616,988777.380656634,195223.40067223008
HV0003,B03404,B03404,2025-07-01 18:50:36,2025-07-01 18:57:08,2025-07-01 18:58:39,2025-07-01 19:10:27,209,33,1.9,708,25.12,0.0,0.48,1.81,2.75,0.0,4.97,10.82,N,N,N,N,N,1.5,983400.8202058182,197703.5803532924,985849.0482801016,193245.00410857704
HV0005,B03406,,2025-07-01 18:50:28,2025-07-01 18:56:11,2025-07-01 18:56:57,2025-07-01 19:06:56,25,33,1.406,599,12.43,0.0,0.31,1.1,0.0,0.0,0.0,8.62,N,N,N,N,Y,0.0,988445.0475422544,189344.63521544624,984535.1431176284,192797.13977135345
HV0003,B03404,B03404,2025-07-01 18:14:45,2025-07-01 18:17:33,2025-07-01 18:19:34,2025-07-01 18:27:02,33,33,0.54,448,9.31,0.0,0.23,0.82,0.0,0.0,0.0,9.94,N,N,N,N,N,0.0,985688.461535662,193052.8008328388,986117.557259592,192148.35189013943
HV0003,B03404,B03404,2025-07-01 18:34:04,2025-07-01 18:38:20,2025-07-01 18:39:18,2025-07-01 18:45:51,66,209,1.87,393,29.81,0.0,0.71,2.64,2.75,0.0,0.0,14.24,N,N,N,N,N,1.5,988193.2043518864,195335.1092976112,982659.6260363628,197025.65622424867
HV0005,B03406,,2025-07-01 18:22:34,2025-07-01 18:28:56,2025-07-01 18:29:20,2025-07-01 18:39:41,66,33,1.294,621,17.97,0.0,0.45,1.59,0.0,0.0,0.0,8.91,N,N,N,N,N,0.0,987851.4736986568,195313.5165628196,984792.5914254936,193052.11211965964
HV0005,B03406,,2025-07-01 18:26:11,2025-07-01 18:28:39,2025-07-01 18:29:39,2025-07-01 18:47:30,25,33,1.728,1071,14.55,0.0,0.36,1.29,0.0,0.0,0.0,15.46,N,N,N,N,Y,0.0,988435.4301426428,188736.7385859639,985650.2267153146,192137.43685024104
HV0003,B03404,B03404,2025-07-01 18:55:20,2025-07-01 18:57:33,2025-07-01 18:59:22,2025-07-01 19:16:53,45,65,2.3,1051,13.93,0.0,0.31,1.23,2.75,0.0,0.0,15.32,N,N,N,N,Y,1.5,984788.3854494964,198532.8349451853,987178.1087363916,192164.01286622332
HV0005,B03406,,2025-07-01 18:33:49,2025-07-01 18:39:38,2025-07-01 18:39:47,2025-07-01 18:58:09,209,25,2.688,1102,22.21,0.0,0.56,1.97,2.75,0.0,0.0,16.22,N,N,N,N,N,1.5,982970.792351742,197048.35902244892,988623.2135437024,188465.9871814545
HV0005,B03406,,2025-07-01 18:41:35,2025-07-01 18:46:16,2025-07-01 18:47:16,2025-07-01 19:08:05,33,87,2.532,1249,15.64,0.0,0.39,1.39,2.75,0.0,0.0,18.24,N,N,N,N,N,1.5,986200.0268625832,193307.33508736003,981276.0274145664,196683.4394827927
HV0003,B03404,B03404,2025-07-01 18:10:26,2025-07-01 18:18:20,2025-07-01 18:18:35,2025-07-01 18:35:24,88,65,2.83,1008,16.31,0.0,0.39,1.51,2.75,0.0,0.0,15.67,N,N,N,N,N,1.5,981325.9811271136,196515.02287597192,987464.0204547876,193409.59653184027
HV0003,B03404,B03404,2025-07-01 18:52:30,2025-07-01 18:55:57,2025-07-01 18:56:10,2025-07-01 19:14:30,33,65,1.14,1100,11.42,0.0,0.3,1.07,0.0,0.0,0.0,14.7,N,N,N,N,N,0.0,985472.5165517158,194290.3737075553,988135.6511096047,192366.84382779463
HV0003,B03404,B03404,2025-07-01 18:30:03,2025-07-01 18:34:12,2025-07-01 18:34:29,2025-07-01 18:43:21,65,65,0.79,532,18.63,0.0,0.46,1.62,0.0,0.0,0.0,9.23,N,N,N,N,N,0.0,987994.6120923184,192734.545175878,987876.041256346,192257.8573806379
HV0003,B03404,B03404,2025-07-01 18:20:19,2025-07-01 18:28:42,2025-07-01 18:28:42,2025-07-01 18:46:53,65,25,0.65,1091,16.77,0.0,0.45,1.58,0.0,0.0,0.0,13.68,N,N,N,N,N,0.0,987909.48784303,192793.11128003016,987801.5024410888,190226.57981714205
HV0005,B03406,,2025-07-01 18:01:58,2025-07-01 18:11:32,2025-07-01 18:11:41,2025-07-01 18:20:17,65,33,0.9,516,9.92,0.0,0.22,0.78,0.0,0.0,0.0,6.5,N,N,N,N,N,0.0,988526.1842639432,192549.99030347343,985994.2437872122,192611.58787936455
HV0005,B03406,,2025-07-01 18:15:06,2025-07-01 18:25:07,2025-07-01 18:26:07,2025-07-01 18:42:44,66,33,1.542,997,17.91,0.0,0.4,1.41,0.0,0.0,0.0,14.54,N,N,N,N,N,0.0,989102.9058235588,195248.23824231676,985620.9527358796,192345.3215149141
HV0005,B03406,,2025-07-01 18:40:17,2025-07-01 18:44:05,2025-07-01 18:45:05,2025-07-01 18:59:38,33,25,1.276,873,11.72,0.0,0.28,0.98,0.0,0.0,0.0,10.65,N,N,N,N,N,0.0,985702.382093055,192319.99365274317,988547.4465455204,187327.6921688984
HV0005,B03406,,2025-07-01 18:32:18,2025-07-01 18:44:15,2025-07-01 18:45:09,2025-07-01 19:01:38,87,45,1.363,989,15.93,0.0,0.4,1.41,2.75,0.0,0.0,11.95,N,N,N,N,N,1.5,982380.9774372752,196718.92718959533,984401.9705096683,198232.14269146076
HV0003,B03404,B03404,2025-07-01 18:46:33,2025-07-01 18:55:20,2025-07-01 18:56:01,2025-07-01 19:04:12,66,66,0.8,491,9.26,0.0,0.25,0.87,0.0,0.0,0.0,7.33,N,N,N,N,N,0.0,987910.4260353312,194740.4263959258,988580.1716631268,195036.2138364552
HV0003,B03404,B03404,2025-07-01 18:24:31,2025-07-01 18:27:09,2025-07-01 18:29:11,2025-07-01 18:42:57,33,65,0.96,826,17.2,0.0,0.43,1.51,0.0,0.0,0.0,12.27,N,N,N,N,N,0.0,986903.0210898784,192642.75387491047,987139.5317474664,192451.0008641272
HV0003,B03404,B03404,2025-07-01 18:35:34,2025-07-01 18:47:29,2025-07-01 18:47:36,2025-07-01 18:59:06,25,66,1.37,689,21.17,0.0,0.53,1.87,0.0,0.0,0.0,10.63,N,N,N,N,N,0.0,987372.7285896094,188722.46857013373,988103.204521693,195759.83042492368
HV0005,B03406,,2025-07-01 18:09:02,2025-07-01 18:15:09,2025-07-01 18:15:24,2025-07-01 18:34:56,65,25,1.245,1172,41.8,0.0,1.04,3.71,0.0,0.0,0.0,17.68,N,N,N,N,N,0.0,988082.5928802618,192880.28201630825,988131.0169475996,188937.57897995875
HV0005,B03406,,2025-07-01 18:14:57,2025-07-01 18:24:42,2025-07-01 18:25:42,2025-07-01 18:40:03,209,209,1.363,861,17.53,0.0,0.44,1.55,2.75,0.0,0.0,12.15,N,N,N,N,N,1.5,983511.4439608628,197949.13097588829,983147.8364087744,196350.8056522173
HV0005,B03406,,2025-07-01 18:33:13,2025-07-01 18:39:01,2025-07-01 18:39:38,2025-07-01 18:45:37,66,65,0.734,359,9.19,0.0,0.06,0.22,0.0,0.0,0.0,8.68,N,N,N,N,N,0.0,987892.1157466812,195298.8838217508,987581.9334090186,191503.8610598997
HV0003,B03404,B03404,2025-07-01 18:14:37,2025-07-01 18:20:50,2025-07-01 18:22:12,2025-07-01 18:30:17,33,33,0.9,486,13.57,0.0,0.31,1.09,0.0,0.0,0.0,11.67,N,N,N,N,N,0.0,985129.1096679448,192464.671008493,986459.3936019742,192415.862294974
HV0005,B03406,,2025-07-01 18:02:29,2025-07-01 18:10:56,2025-07-01 18:11:17,2025-07-01 18:33:44,87,66,3.053,1347,19.35,0.0,0.48,1.72,2.75,0.0,0.0,19.47,N,N,N,N,N,1.5,981712.87341275,196191.74637270087,988421.511196131,194499.7757730161
HV0003,B03404,B03404,2025-07-01 18:41:28,2025-07-01 18:44:38,2025-07-01 18:45:52,2025-07-01 18:50:06,45,45,0.29,255,10.97,0.0,0.24,0.97,2.75,0.0,5.0,4.77,N,N,N,N,N,1.5,985294.574144429,199188.94205048945,984447.4999114444,198557.8320714225
HV0003,B03404,B03404,2025-07-01 18:41:35,2025-07-01 18:45:43,2025-07-01 18:46:40,2025-07-01 19:03:09,25,45,2.47,989,23.56,0.0,0.55,2.1,2.75,0.0,0.0,16.22,N,N,N,N,N,1.5,988589.5539849892,189091.23583301212,984904.2124701516,198646.92215257668
HV0003,B03404,B03404,2025-07-01 18:39:13,2025-07-01 18:40:01,2025-07-01 18:42:01,2025-07-01 18:58:32,87,33,2.05,991,29.05,0.0,0.69,2.58,2.75,0.0,0.0,14.09,N,N,N,N,N,1.5,982560.1317494328,195905.29609767877,985116.913897276,191621.63796572905
HV0003,B03404,B03404,2025-07-01 18:13:39,2025-07-01 18:17:17,2025-07-01 18:18:07,2025-07-01 18:28:04,25,65,1.01,598,17.05,0.0,0.42,1.5,0.0,0.0,0.0,9.95,N,N,N,N,N,0.0,988532.7650590228,189160.1392150025,989098.11357214,192219.6426372045
HV0003,B03404,B03404,2025-07-01 18:41:42,2025-07-01 18:43:28,2025-07-01 18:43:43,2025-07-01 18:58:55,209,33,1.87,912,18.04,0.0,0.43,1.64,2.75,0.0,0.0,11.84,N,N,N,N,N,1.5,983547.6005000746,197800.8353495243,985244.8129273512,192357.1560250984
HV0003,B03404,B03404,2025-07-01 18:04:17,2025-07-01 18:10:25,2025-07-01 18:10:43,2025-07-01 18:28:12,45,33,2.37,1049,32.58,0.0,0.77,2.9,2.75,0.0,6.0,15.62,N,N,N,N,N,1.5,984268.9418227316,198095.61631230448,986141.13048665,192315.1318462872
HV0005,B03406,,2025-07-01 18:42:25,2025-07-01 18:45:58,2025-07-01 18:46:18,2025-07-01 18:56:59,65,33,1.074,641,22.47,0.0,0.25,0.9,0.0,0.0,0.0,14.15,N,N,N,N,N,0.0,988453.4225075876,191922.97736130908,986048.8268787396,192640.1677917721
HV0003,B03404,B03404,2025-07-01 18:44:33,2025-07-01 18:49:57,2025-07-01 18:50:28,2025-07-01 18:54:44,33,33,0.71,256,14.97,0.0,0.4,1.42,0.0,0.0,0.0,8.02,N,N,N,N,N,0.0,985076.589716266,192412.8746570296,985465.2461841814,192589.882102188
HV0003,B03404,B03404,2025-07-01 18:54:56,2025-07-01 18:58:17,2025-07-01 18:58:33,2025-07-01 19:01:29,33,33,0.39,176,8.91,0.0,0.2,0.71,0.0,0.0,0.0,4.01,N,N,N,N,N,0.0,985388.4868698666,192093.46708457367,985205.8462510146,193573.1110172086
HV0003,B03404,B03404,2025-07-01 18:32:06,2025-07-01 18:40:08,2025-07-01 18:41:53,2025-07-01 18:49:35,33,33,0.96,462,15.25,0.0,0.37,1.31,0.0,0.0,0.0,7.76,N,N,N,N,N,0.0,984856.11351693,192363.5748517962,985035.345503444,192848.46430299568
HV0005,B03406,,2025-07-01 18:45:17,2025-07-01 18:47:40,2025-07-01 18:47:49,2025-07-01 18:53:30,33,33,0.718,341,8.11,0.0,0.15,0.53,0.0,0.0,5.0,4.47,N,N,N,N,N,0.0,985610.2663181124,192184.19533012324,985160.1381242096,192947.6942340737
HV0003,B03404,B03404,2025-07-01 18:44:20,2025-07-01 18:53:59,2025-07-01 18:54:32,2025-07-01 19:12:52,87,66,2.64,1099,55.25,0.0,1.34,4.91,2.75,0.0,0.0,39.76,N,N,N,N,N,1.5,982113.826145014,197315.2172080709,988060.499175714,195125.91655022083
HV0005,B03406,,2025-07-01 18:18:08,2025-07-01 18:22:46,2025-07-01 18:22:56,2025-07-01 18:34:28,33,65,1.194,692,21.46,0.0,0.54,1.9,0.0,0.0,0.0,14.94,N,N,N,N,N,0.0,984916.2495312932,192671.26962079472,988027.382751323,191930.0440451928
HV0003,B03404,B03404,2025-07-01 18:40:35,2025-07-01 18:47:37,2025-07-01 18:48:12,2025-07-01 18:55:56,25,66,1.05,464,13.39,0.0,0.33,1.18,0.0,0.0,0.0,6.73,N,N,N,N,N,0.0,988613.5996668752,188862.4451048181,988057.773931555,194093.72981381265
HV0003,B03404,B03404,2025-07-01 18:19:46,2025-07-01 18:22:22,2025-07-01 18:24:23,2025-07-01 18:49:51,87,87,4.35,1527,37.56,0.0,0.96,3.53,2.75,0.0,0.0,21.56,N,N,N,N,N,1.5,982018.6268605144,197338.1883126028,981933.0491124936,196673.1998263258
HV0003,B03404,B03404,2025-07-01 18:17:42,2025-07-01 18:18:42,2025-07-01 18:19:26,2025-07-01 18:23:12,87,88,0.49,226,37.76,0.0,0.91,3.35,2.75,0.0,6.71,19.15,N,N,N,N,N,1.5,982386.2105955636,196614.5184735451,981004.6423818849,194246.8716192101
HV0005,B03406,,2025-07-01 18:15:06,2025-07-01 18:19:45,2025-07-01 18:20:21,2025-07-01 18:29:49,33,65,1.082,568,10.77,0.0,0.27,0.95,0.0,0.0,3.0,9.29,N,N,N,N,N,0.0,985806.9846652988,192934.717256923,987793.680368115,192611.6312431814
HV0005,B03406,,2025-07-01 18:29:06,2025-07-01 18:43:56,2025-07-01 18:44:15,2025-07-01 18:57:32,33,33,1.377,797,17.12,0.0,0.47,1.68,0.0,0.0,0.0,14.57,N,N,N,N,N,0.0,986077.5808105012,192500.3197310675,986228.794454686,193943.18480843268
HV0005,B03406,,2025-07-01 18:55:26,2025-07-01 18:59:22,2025-07-01 18:59:25,2025-07-01 19:15:11,87,65,2.43,946,20.22,0.0,0.51,1.79,2.75,0.0,4.02,13.03,N,N,N,N,N,1.5,982192.3309333908,196755.18296019768,988978.4631320508,192115.74016979896
HV0005,B03406,,2025-07-01 18:16:47,2025-07-01 18:24:50,2025-07-01 18:24:52,2025-07-01 18:36:40,65,66,0.997,708,12.41,0.0,0.31,1.1,0.0,0.0,0.0,10.34,N,N,N,N,N,0.0,988460.45087082,192094.35890277792,988366.7122030684,195570.1547456108
HV0005,B03406,,2025-07-01 18:29:31,2025-07-01 18:39:25,2025-07-01 18:40:25,2025-07-01 18:50:57,66,33,1.102,632,9.84,0.0,0.25,0.87,0.0,0.0,2.0,7.96,N,N,N,N,N,0.0,988723.0344241188,195361.8279860852,985785.7669408076,192644.0424491284
HV0005,B03406,,2025-07-01 18:39:50,2025-07-01 18:43:49,2025-07-01 18:44:06,2025-07-01 18:48:24,25,25,0.46,258,6.27,0.0,0.16,0.56,0.0,0.0,0.0,4.0,N,N,N,N,N,0.0,987442.7587631836,189675.71071274023,988140.1448213122,189170.5764017029
HV0003,B03404,B03404,2025-07-01 18:09:36,2025-07-01 18:12:36,2025-07-01 18:13:39,2025-07-01 18:17:28,87,87,0.46,229,9.49,0.0,0.2,0.85,2.75,0.0,0.0,4.02,N,N,N,N,N,1.5,983288.7744403988,197286.8577847747,981772.9398722304,196830.25427291315
HV0003,B03404,B03404,2025-07-01 18:22:47,2025-07-01 18:28:53,2025-07-01 18:28:53,2025-07-01 18:37:02,25,65,0.86,489,18.59,0.0,0.48,1.69,0.0,0.0,0.0,9.62,N,N,N,N,N,0.0,988814.7136836132,189114.2649908013,987404.300564772,193714.7635394069
HV0005,B03406,,2025-07-01 18:37:21,2025-07-01 18:43:37,2025-07-01 18:44:37,2025-07-01 18:56:12,88,87,0.745,695,10.41,0.0,0.26,0.92,2.75,0.0,0.0,8.89,N,N,N,N,N,1.5,980226.5117401308,194606.86467441625,981916.073932135,196998.01986373813
HV0003,B03404,B03404,2025-07-01 18:05:22,2025-07-01 18:13:00,2025-07-01 18:13:13,2025-07-01 18:26:06,66,25,1.14,773,23.33,0.0,0.58,2.07,0.0,0.0,5.19,11.75,N,N,N,N,N,0.0,988342.086921934,194832.67419613505,988157.764760719,189078.7863781037
HV0003,B03404,B03404,2025-07-01 18:22:34,2025-07-01 18:36:25,2025-07-01 18:36:50,2025-07-01 18:45:03,65,66,0.83,493,17.94,0.0,0.45,1.6,0.0,0.0,0.0,9.03,N,N,N,N,N,0.0,987651.0886608365,192575.57515801565,988466.4014927964,195638.0719541537
HV0005,B03406,,2025-07-01 18:16:02,2025-07-01 18:28:51,2025-07-01 18:29:30,2025-07-01 18:37:35,66,33,0.563,485,7.0,0.0,0.18,0.62,0.0,0.0,0.0,7.71,N,N,N,N,N,0.0,988522.3385439308,194402.2848266189,985567.5866677342,193133.07692097969
HV0003,B03404,B03404,2025-07-01 18:28:46,2025-07-01 18:39:09,2025-07-01 18:40:15,2025-07-01 18:47:43,65,66,0.94,448,20.6,0.0,0.51,1.82,0.0,0.0,4.58,11.83,N,N,N,N,N,0.0,987883.9379898596,193361.88384156016,988407.4607935668,194440.8239225885
HV0003,B03404,B03404,2025-07-01 18:45:34,2025-07-01 18:48:17,2025-07-01 18:49:31,2025-07-01 19:04:42,66,25,2.07,911,17.91,0.0,0.44,1.59,0.0,0.0,1.0,12.11,N,N,N,N,N,0.0,987676.9017098892,195563.5441935825,988073.4294488742,188920.89542529883
HV0003,B03404,B03404,2025-07-01 18:43:31,2025-07-01 18:47:38,2025-07-01 18:47:48,2025-07-01 18:56:01,66,33,0.55,493,9.83,0.0,0.25,0.87,0.0,0.0,0.0,5.75,N,N,N,N,N,0.0,987972.1805192257,195401.56047992496,985834.0068240394,193084.75427163416
HV0005,B03406,,2025-07-01 18:15:46,2025-07-01 18:19:17,2025-07-01 18:19:30,2025-07-01 18:26:25,33,66,0.997,415,9.72,0.0,0.24,0.86,0.0,0.0,0.0,6.87,N,N,N,N,N,0.0,986021.7192011068,192198.695733296,988257.6735757854,194808.15502365053
HV0003,B03404,B03404,2025-07-01 18:08:40,2025-07-01 18:19:06,2025-07-01 18:19:26,2025-07-01 18:32:07,65,33,1.15,761,33.41,0.0,0.83,2.96,0.0,0.0,0.0,16.84,N,N,N,N,N,0.0,988665.2066533706,192180.60194268255,986155.6118524245,193039.69183771196
HV0003,B03404,B03404,2025-07-01 18:21:17,2025-07-01 18:26:47,2025-07-01 18:27:24,2025-07-01 18:47:04,33,25,1.13,1180,17.95,0.0,0.45,1.59,0.0,0.0,3.0,15.25,N,N,N,N,N,0.0,985696.9102827858,192903.6155934986,989028.9738740136,188955.0150091182
HV0003,B03404,B03404,2025-07-01 18:18:34,2025-07-01 18:24:19,2025-07-01 18:24:52,2025-07-01 18:28:41,88,87,0.69,229,23.34,0.0,0.37,1.4,2.75,0.0,0.0,6.72,N,N,N,N,N,1.5,981299.8254794348,195697.4032380301,981859.5461069548,195708.4202449709
HV0005,B03406,,2025-07-01 18:32:29,2025-07-01 18:37:27,2025-07-01 18:37:30,2025-07-01 18:44:17,25,33,0.682,407,7.78,0.0,0.19,0.69,0.0,0.0,0.0,5.09,N,N,N,N,N,0.0,987679.3163107376,188396.64559385212,986702.0345702468,193021.7419333264
HV0005,B03406,,2025-07-01 18:14:05,2025-07-01 18:15:32,2025-07-01 18:16:32,2025-07-01 18:35:50,88,33,2.592,1158,31.47,0.0,0.79,2.79,2.75,0.0,5.9,23.95,N,N,N,N,N,1.5,981493.4385399808,195621.84218875947,985945.3796647488,193618.2712587004
HV0005,B03406,,2025-07-01 18:53:19,2025-07-01 18:55:21,2025-07-01 18:56:21,2025-07-01 19:07:42,25,33,1.039,681,28.32,0.0,0.71,2.51,0.0,0.0,0.0,24.46,N,N,N,N,N,0.0,988675.9097204788,189049.21283290608,985629.732239052,192411.57799611552
HV0003,B03404,B03404,2025-07-01 18:41:42,2025-07-01 18:42:40,2025-07-01 18:43:03,2025-07-01 18:48:32,87,87,0.46,328,19.59,0.0,0.46,1.77,2.75,0.0,0.0,14.36,N,N,N,N,N,1.5,981469.1457196616,197269.0056405021,982616.2665466222,196663.65363572811
HV0005,B03406,,2025-07-01 18:31:45,2025-07-01 18:42:43,2025-07-01 18:43:43,2025-07-01 19:00:18,209,66,1.967,995,14.95,0.0,0.37,1.33,2.75,0.0,0.0,19.71,N,N,N,N,N,1.5,983048.8603951696,197781.8254287105,987297.3608328648,195879.6189009981
HV0003,B03404,B03404,2025-07-01 18:03:57,2025-07-01 18:12:16,2025-07-01 18:12:36,2025-07-01 18:25:09,66,65,1.45,753,17.75,0.0,0.44,1.58,0.0,0.0,0.0,10.63,N,N,N,N,N,0.0,987890.8161857604,195950.81445511684,987552.4217391888,192230.06096075583
HV0003,B03404,B03404,2025-07-01 18:14:40,2025-07-01 18:20:38,2025-07-01 18:21:19,2025-07-01 18:29:29,65,66,0.9,490,13.45,0.0,0.34,1.19,0.0,0.0,0.0,7.7,N,N,N,N,N,0.0,987670.0943879083,192438.2336229469,988596.5105091726,194115.07963440855
HV0003,B03404,B03404,2025-07-01 18:15:03,2025-07-01 18:30:14,2025-07-01 18:31:08,2025-07-01 18:44:21,66,33,1.13,793,16.37,0.0,0.41,1.44,0.0,0.0,3.0,11.33,N,N,N,N,N,0.0,988268.2702513488,194582.5724364565,985605.5870707408,192891.8255384163
HV0005,B03406,,2025-07-01 18:44:04,2025-07-01 18:50:04,2025-07-01 18:50:47,2025-07-01 19:02:36,33,65,1.305,709,16.95,0.0,0.4,1.42,0.0,0.0,0.0,9.03,N,N,N,N,N,0.0,985321.9083196532,192972.06390951583,988462.9179669232,193047.28850640837
HV0003,B03404,B03404,2025-07-01 18:39:42,2025-07-01 18:46:53,2025-07-01 18:47:16,2025-07-01 18:58:01,25,33,1.45,646,19.75,0.0,0.49,1.74,0.0,0.0,0.0,9.93,N,N,N,N,N,0.0,986726.5036069808,189052.1146997576,986291.7992396564,192535.189489067
HV0003,B03404,B03404,2025-07-01 18:22:26,2025-07-01 18:28:13,2025-07-01 18:28:52,2025-07-01 18:33:57,33,33,0.54,305,7.54,0.0,0.2,0.71,0.0,0.0,0.0,5.5,N,N,N,N,N,0.0,985410.6182570368,192365.2436987948,985060.7115139534,192294.30556992063
HV0003,B03404,B03404,2025-07-01 18:48:10,2025-07-01 18:53:45,2025-07-01 18:53:57,2025-07-01 19:02:32,33,66,1.1,515,13.43,0.0,0.33,1.18,0.0,0.0,0.0,7.99,N,N,N,N,N,0.0,986107.8646348142,192611.37065918808,988517.394075693,194975.07680884597
HV0003,B03404,B03404,2025-07-01 18:06:16,2025-07-01 18:12:28,2025-07-01 18:13:21,2025-07-01 18:19:35,209,209,0.64,374,21.09,0.0,0.49,1.87,2.75,0.0,0.0,11.11,N,N,N,N,Y,1.5,983145.3069564532,197422.22726260548,982923.043831954,198137.83864962505
HV0005,B03406,,2025-07-01 18:04:52,2025-07-01 18:14:32,2025-07-01 18:14:47,2025-07-01 18:28:19,65,25,1.284,812,24.13,0.0,0.6,2.14,0.0,0.0,0.0,16.38,N,N,N,N,N,0.0,987149.9688641174,192040.95527996152,988377.8199761524,189848.07693353103
HV0003,B03404,B03404,2025-07-01 18:21:49,2025-07-01 18:27:13,2025-07-01 18:28:30,2025-07-01 18:40:10,65,209,2.06,700,29.87,0.0,0.71,2.65,2.75,0.0,0.0,14.27,N,N,N,N,N,1.5,988588.92354306,191551.97317656,983363.2675236844,197877.78190441907
HV0005,B03406,,2025-07-01 18:15:04,2025-07-01 18:28:27,2025-07-01 18:28:56,2025-07-01 18:39:36,25,66,1.054,640,10.89,0.0,0.24,0.86,0.0,0.0,0.0,9.98,N,N,N,N,N,0.0,987718.0636251922,188871.71927185517,988004.8283394836,194062.7208071964
